Ewe/V1,<I>/mA1,Ewe/V5,<I>/mA5,Ewe/V20,<I>/mA20
-0.31520617,-0.218628605,-0.315664589,-0.600445081,-0.316046596,-0.879978987
-0.31526348,-0.218526641,-0.315702796,-0.599195251,-0.316142112,-0.880608458
-0.315339893,-0.218555071,-0.315760106,-0.602537046,-0.316314012,-0.88780345
-0.31543538,-0.218510841,-0.315932006,-0.604128912,-0.316314012,-0.875648814
-0.315549999,-0.218377971,-0.316103905,-0.604524925,-0.316409498,-0.889059819
-0.315569103,-0.218445111,-0.316237599,-0.603020151,-0.316524118,-0.88082149
-0.315741003,-0.218396934,-0.316142112,-0.601592553,-0.316676915,-0.881507229
-0.315779209,-0.219636896,-0.316371292,-0.60234564,-0.316848814,-0.889062564
-0.315970212,-0.220138718,-0.316333115,-0.604511627,-0.316772401,-0.876710451
-0.316065699,-0.220032843,-0.316619605,-0.604929269,-0.317058921,-0.88978772
-0.316046596,-0.219539479,-0.316657811,-0.603049177,-0.317039818,-0.881896009
-0.316333115,-0.219416803,-0.316715121,-0.601810991,-0.317116231,-0.88253543
-0.316371292,-0.21917902,-0.316772401,-0.602756627,-0.317288131,-0.890039727
-0.316371292,-0.219239577,-0.316906124,-0.60499193,-0.317345411,-0.877906001
-0.316390395,-0.219267419,-0.316963404,-0.605361036,-0.317479134,-0.891191948
-0.316638708,-0.218943011,-0.317173511,-0.603975944,-0.317536414,-0.883176846
-0.316696018,-0.218954928,-0.317192614,-0.602541205,-0.317708313,-0.883973092
-0.316810608,-0.219258101,-0.317230821,-0.603469386,-0.31786114,-0.891214105
-0.316887021,-0.219219629,-0.31740272,-0.605656141,-0.317727417,-0.879097334
-0.317020714,-0.218879056,-0.317612827,-0.606361977,-0.317937523,-0.892356992
-0.317039818,-0.218811666,-0.317727417,-0.604624015,-0.318128526,-0.88441195
-0.317192614,-0.218988605,-0.317765623,-0.603165996,-0.318071246,-0.885006967
-0.31740272,-0.219042517,-0.317822933,-0.604072586,-0.318185836,-0.892529727
-0.317421824,-0.218846566,-0.317822933,-0.606180796,-0.318147629,-0.880216671
-0.31757462,-0.218785097,-0.318109423,-0.606993264,-0.318319529,-0.89329835
-0.317612827,-0.218858982,-0.318128526,-0.605319099,-0.318567842,-0.88564401
-0.317784727,-0.219043452,-0.318147629,-0.603674193,-0.318567842,-0.885877973
-0.317727417,-0.219100751,-0.318300426,-0.604646037,-0.318720639,-0.893740438
-0.31803304,-0.219284332,-0.318338633,-0.60681831,-0.318892539,-0.881540122
-0.318071246,-0.219324042,-0.318472356,-0.607495304,-0.318816155,-0.894602656
-0.318204939,-0.219116501,-0.318682432,-0.60602494,-0.319121748,-0.88937813
-0.318224043,-0.218962424,-0.318644255,-0.604420056,-0.319102645,-0.888957811
-0.318243146,-0.218998559,-0.318682432,-0.605231926,-0.319236368,-0.896555216
-0.318453252,-0.219092681,-0.318854362,-0.607633698,-0.319255441,-0.884293544
-0.318415046,-0.219182404,-0.319026262,-0.610298986,-0.319312751,-0.897134149
-0.318606049,-0.219050236,-0.319102645,-0.608265026,-0.319541961,-0.889231704
-0.318758845,-0.219314624,-0.319255441,-0.606765267,-0.319541961,-0.889759745
-0.318777949,-0.219129917,-0.319217265,-0.607473257,-0.319732964,-0.897479984
-0.318949848,-0.218808132,-0.319293648,-0.609471379,-0.319790274,-0.884916885
-0.318988055,-0.220110362,-0.319484651,-0.609999294,-0.319809377,-0.897928386
-0.319255441,-0.219847835,-0.319503754,-0.608541012,-0.320019484,-0.890222629
-0.319274545,-0.219932688,-0.319713861,-0.607259757,-0.32005766,-0.890810493
-0.319331855,-0.220109251,-0.319771171,-0.607973102,-0.32017228,-0.898385603
-0.319408268,-0.219844925,-0.319809377,-0.610115057,-0.32022956,-0.886009965
-0.319541961,-0.219853128,-0.319962174,-0.610637802,-0.32051608,-0.899195744
-0.319713861,-0.219853302,-0.320210487,-0.609119844,-0.32057339,-0.891275921
-0.319752067,-0.21964885,-0.32028687,-0.607721466,-0.320764393,-0.89325125
-0.319847554,-0.219365562,-0.320363283,-0.608486475,-0.320840776,-0.900292496
-0.319923967,-0.219549113,-0.32045877,-0.610651655,-0.320917189,-0.888046748
-0.32011497,-0.219361089,-0.320611566,-0.61124141,-0.321089089,-0.901219392
-0.320095867,-0.216916227,-0.320726186,-0.61093461,-0.321069986,-0.893298887
-0.32028687,-0.219180717,-0.320649773,-0.609110116,-0.321069986,-0.893694408
-0.320420563,-0.219362429,-0.320668876,-0.609996917,-0.321203679,-0.90127044
-0.320439667,-0.219649551,-0.320878983,-0.61208665,-0.321299195,-0.88912758
-0.320554286,-0.219619535,-0.320974499,-0.6125338,-0.321299195,-0.901867191
-0.32063067,-0.220431687,-0.321050882,-0.611299624,-0.321642995,-0.894298814
-0.320821673,-0.220073976,-0.321203679,-0.609673634,-0.321490198,-0.894767651
-0.320802569,-0.22058814,-0.321299195,-0.610445741,-0.321642995,-0.90255598
-0.320955396,-0.22008066,-0.321451992,-0.612521816,-0.321757585,-0.889963874
-0.321089089,-0.219691034,-0.321547508,-0.61309617,-0.321948588,-0.90330228
-0.321260989,-0.219208585,-0.321566582,-0.611346175,-0.322044104,-0.895281901
-0.321299195,-0.219653412,-0.321642995,-0.610272419,-0.322139621,-0.89592559
-0.321375579,-0.217985523,-0.321700305,-0.610671813,-0.322292417,-0.906329603
-0.321318299,-0.21751227,-0.321872205,-0.613158391,-0.322464317,-0.892904021
-0.321681201,-0.218636876,-0.321967691,-0.61375273,-0.322502524,-0.905903671
-0.321623892,-0.219356395,-0.322120517,-0.612274889,-0.322693527,-0.898046739
-0.321681201,-0.218734708,-0.322273314,-0.612858707,-0.322617114,-0.898248038
-0.321910411,-0.219227362,-0.322349697,-0.613070426,-0.322789013,-0.906164878
-0.322063208,-0.218573084,-0.322426111,-0.615031164,-0.322750807,-0.893837349
-0.321929514,-0.218545129,-0.322502524,-0.615671623,-0.32288453,-0.906731208
-0.322216004,-0.219696817,-0.322789013,-0.61399324,-0.323037326,-0.898719415
-0.322235107,-0.220832553,-0.322636217,-0.612466445,-0.323018223,-0.899232636
-0.322349697,-0.220357726,-0.32271263,-0.613301269,-0.323266536,-0.907117182
-0.322502524,-0.220126341,-0.32288453,-0.615470406,-0.323400229,-0.894806825
-0.322578907,-0.219689247,-0.32311371,-0.616150123,-0.323476642,-0.907564701
-0.322731704,-0.219556666,-0.323190123,-0.614912384,-0.323553026,-0.900082412
-0.32265532,-0.219843652,-0.323190123,-0.613040936,-0.323610336,-0.900301271
-0.32282722,-0.219669049,-0.323285639,-0.61376202,-0.323705822,-0.90817617
-0.323037326,-0.219833471,-0.323304713,-0.615875119,-0.323763132,-0.896058784
-0.323075533,-0.219543777,-0.323514819,-0.616821659,-0.323954135,-0.909003958
-0.323247433,-0.219959382,-0.323591232,-0.615492123,-0.324164242,-0.901307688
-0.323228329,-0.219853119,-0.323763132,-0.613938265,-0.323992342,-0.90153693
-0.323304713,-0.219431642,-0.323724926,-0.614607079,-0.324297935,-0.909463915
-0.323553026,-0.219804116,-0.323858649,-0.616829291,-0.324317038,-0.896887187
-0.323553026,-0.219419126,-0.324126035,-0.617671892,-0.324431658,-0.910088107
-0.323686719,-0.219531084,-0.324164242,-0.616232577,-0.324412555,-0.902507653
-0.323763132,-0.219624094,-0.324106932,-0.614524681,-0.324565351,-0.902649615
-0.323896825,-0.21973288,-0.324202448,-0.615114766,-0.324660838,-0.910437352
-0.323973238,-0.219335571,-0.324317038,-0.617278524,-0.324813664,-0.898221282
-0.324049652,-0.21957348,-0.324469835,-0.618134666,-0.324985564,-0.911330008
-0.324068725,-0.219401251,-0.324718148,-0.616644247,-0.32508105,-0.90335069
-0.324278831,-0.219811655,-0.324718148,-0.615225361,-0.32519567,-0.903851032
-0.324355245,-0.220020853,-0.324775457,-0.615840445,-0.325291157,-0.911573081
-0.324412555,-0.219707233,-0.324756354,-0.618048425,-0.32531026,-0.899289229
-0.324374348,-0.219717527,-0.324928254,-0.61879396,-0.325443953,-0.914845611
-0.324584454,-0.219647289,-0.325042844,-0.617319869,-0.325577676,-0.906369254
-0.324622661,-0.219519253,-0.325214773,-0.615786868,-0.325692266,-0.90663609
-0.324890047,-0.219536005,-0.325291157,-0.616505075,-0.32565406,-0.914175142
-0.32496646,-0.219501332,-0.325348467,-0.62085188,-0.325864166,-0.901778975
-0.325061947,-0.21959469,-0.32559678,-0.62102419,-0.325845063,-0.914782268
-0.325157464,-0.219180031,-0.325634956,-0.619575097,-0.326074272,-0.907151782
-0.325272053,-0.219219316,-0.32565406,-0.617895132,-0.326036066,-0.907238962
-0.325272053,-0.219527398,-0.325845063,-0.618256023,-0.326246172,-0.915152675
-0.325272053,-0.220848755,-0.325806856,-0.620311751,-0.326322585,-0.902724281
-0.32565406,-0.218762126,-0.325978786,-0.621127597,-0.326303482,-0.915728713
-0.32571137,-0.220612523,-0.326016963,-0.620124142,-0.326551795,-0.908189153
-0.325768679,-0.220372204,-0.326360792,-0.618108587,-0.326570898,-0.908225361
-0.325902373,-0.220378549,-0.326284379,-0.618501802,-0.326800078,-0.916397728
-0.326016963,-0.220450762,-0.326284379,-0.620830164,-0.326876491,-0.903853149
-0.326036066,-0.220462017,-0.326551795,-0.621709467,-0.326895595,-0.916642465
-0.326169789,-0.219079839,-0.326570898,-0.620278523,-0.327220291,-0.909480626
-0.326207966,-0.213759013,-0.326704592,-0.618663662,-0.327048391,-0.909491117
-0.326246172,-0.220324112,-0.326857388,-0.619391623,-0.327105701,-0.917407627
-0.326246172,-0.220171146,-0.326933801,-0.621590632,-0.327353984,-0.904915155
-0.326551795,-0.219997443,-0.327048391,-0.622403743,-0.327373087,-0.917809642
-0.326723695,-0.219862887,-0.327086598,-0.621043523,-0.327411294,-0.910410675
-0.326685488,-0.219965204,-0.327143908,-0.619603941,-0.327583194,-0.910551555
-0.326685488,-0.22018741,-0.327220291,-0.619842186,-0.3277933,-0.918631457
-0.326914698,-0.220013232,-0.327334911,-0.62214822,-0.327831507,-0.905939791
-0.326952904,-0.220118334,-0.327430397,-0.623012296,-0.32790792,-0.918885746
-0.327086598,-0.219913514,-0.327602297,-0.621593473,-0.328003407,-0.911600168
-0.327239394,-0.219952701,-0.327659607,-0.620249679,-0.32802251,-0.911541951
-0.327315807,-0.220277533,-0.3277933,-0.62054145,-0.328213513,-0.919614165
-0.327449501,-0.220031545,-0.327946097,-0.622628137,-0.328404516,-0.907125036
-0.327468604,-0.219887544,-0.327869713,-0.623336439,-0.328328103,-0.920141788
-0.327525914,-0.219684551,-0.328060716,-0.622214736,-0.328519106,-0.912613648
-0.327716917,-0.219667301,-0.328175306,-0.620664888,-0.328633726,-0.915482135
-0.3277933,-0.219415217,-0.328270823,-0.621201757,-0.328652829,-0.922528069
-0.327888817,-0.219387697,-0.328423619,-0.623503451,-0.328805625,-0.909719091
-0.328117996,-0.219480332,-0.328461826,-0.624236033,-0.328843832,-0.922710718
-0.3281371,-0.219899188,-0.328538209,-0.625193104,-0.329092115,-0.914951102
-0.32802251,-0.219700228,-0.328710109,-0.622852845,-0.329073042,-0.91532514
-0.328156203,-0.220015605,-0.328824729,-0.623207874,-0.329111218,-0.923231024
-0.328347206,-0.219701878,-0.328977525,-0.625324238,-0.329283118,-0.910687905
-0.328404516,-0.21939773,-0.329034835,-0.625932743,-0.329455048,-0.923447911
-0.328614622,-0.220998339,-0.329111218,-0.624620568,-0.329512328,-0.916073171
-0.328862935,-0.220686394,-0.329187632,-0.623043757,-0.329455048,-0.915938279
-0.328843832,-0.220771672,-0.329244941,-0.623759327,-0.329760641,-0.924279684
-0.328901112,-0.220451662,-0.329378635,-0.625696424,-0.329837054,-0.911479577
-0.328958422,-0.220232315,-0.329435945,-0.626716029,-0.329875231,-0.924521574
-0.328977525,-0.220273194,-0.329493225,-0.625441681,-0.330085337,-0.916942734
-0.329187632,-0.22039543,-0.329684228,-0.623600412,-0.330352753,-0.917140515
-0.329225838,-0.220362698,-0.329856128,-0.624105329,-0.33021906,-0.925246983
-0.329493225,-0.220326962,-0.330028057,-0.626217325,-0.330199957,-0.912647322
-0.329512328,-0.220367095,-0.329894334,-0.627045698,-0.330371857,-0.92584678
-0.329607844,-0.220204959,-0.330066234,-0.625588251,-0.33056286,-0.918395786
-0.329798847,-0.220456869,-0.33010444,-0.624254513,-0.33073476,-0.918237022
-0.329817951,-0.220235712,-0.33021906,-0.624659474,-0.330792069,-0.926448402
-0.329837054,-0.220210269,-0.330352753,-0.626910378,-0.330696553,-0.913973664
-0.330066234,-0.219935924,-0.33044824,-0.628080769,-0.330925763,-0.927023669
-0.330142647,-0.219907282,-0.330639243,-0.626708759,-0.330887556,-0.919262538
-0.33021906,-0.220224769,-0.330658346,-0.62514569,-0.331288666,-0.919456859
-0.330314547,-0.220805649,-0.330772966,-0.62557363,-0.331135869,-0.927402738
-0.330371857,-0.220140668,-0.330753863,-0.627557754,-0.331250459,-0.915157606
-0.330429137,-0.220348645,-0.330906659,-0.628441346,-0.331326872,-0.927833547
-0.33067745,-0.220088341,-0.331021249,-0.627351701,-0.331517875,-0.920710421
-0.330715656,-0.220354842,-0.331154972,-0.625619936,-0.331651568,-0.920431472
-0.330849349,-0.220266166,-0.331288666,-0.626205391,-0.331670672,-0.928846979
-0.331040353,-0.220183237,-0.331422359,-0.627974826,-0.331727982,-0.918658533
-0.330963969,-0.220034054,-0.331479669,-0.629046741,-0.331785262,-0.930776445
-0.331097662,-0.220278157,-0.331575185,-0.62783594,-0.332071781,-0.923403339
-0.331212252,-0.220027161,-0.331670672,-0.626295864,-0.332052678,-0.923081429
-0.331269562,-0.219771364,-0.331804365,-0.628772206,-0.332186371,-0.931328631
-0.331365079,-0.21982845,-0.331976265,-0.630285272,-0.332358271,-0.918629903
-0.331479669,-0.220022963,-0.331995368,-0.631121111,-0.332453787,-0.931600139
-0.331670672,-0.21994884,-0.332129091,-0.629838718,-0.3325302,-0.924204713
-0.331727982,-0.219924845,-0.332109988,-0.628030403,-0.3327021,-0.923904024
-0.331727982,-0.221546664,-0.332396477,-0.628377303,-0.332721204,-0.932289181
-0.331861675,-0.221042268,-0.332320094,-0.630458902,-0.332835793,-0.919836854
-0.332071781,-0.220954868,-0.332434684,-0.631557046,-0.33293131,-0.932560528
-0.332167268,-0.220840186,-0.3325302,-0.630161181,-0.333065003,-0.925239157
-0.332186371,-0.220676841,-0.332682997,-0.628416223,-0.333198696,-0.925110118
-0.332262784,-0.220786338,-0.332778484,-0.628818855,-0.333141387,-0.933321603
-0.332434684,-0.2207871,-0.332778484,-0.630724151,-0.333179593,-0.920807902
-0.332587481,-0.220509495,-0.33298859,-0.631783131,-0.333370596,-0.935085401
-0.33264479,-0.220193803,-0.33316049,-0.630781764,-0.333523393,-0.927486169
-0.332568377,-0.220322851,-0.33316049,-0.629214991,-0.333618909,-0.927127746
-0.332778484,-0.220427291,-0.333256006,-0.629514213,-0.333714396,-0.935388474
-0.33293131,-0.220434696,-0.333370596,-0.632842839,-0.333809912,-0.922466286
-0.332893103,-0.2202016,-0.333447009,-0.633439605,-0.333924502,-0.935517401
-0.333122313,-0.2201288,-0.333638012,-0.632276763,-0.334134609,-0.928322665
-0.33316049,-0.219928404,-0.333676219,-0.630493153,-0.334039122,-0.928033409
-0.333141387,-0.220123618,-0.333752602,-0.630877446,-0.334115505,-0.936294818
-0.333408803,-0.220950385,-0.334000915,-0.632897098,-0.334402025,-0.923470048
-0.333638012,-0.220777505,-0.334020019,-0.633832503,-0.334344715,-0.936248634
-0.333657116,-0.22066982,-0.334096402,-0.632835256,-0.334459335,-0.929160256
-0.333580703,-0.220530206,-0.334249228,-0.63096787,-0.334669411,-0.928772211
-0.333829015,-0.220333057,-0.334306508,-0.631193413,-0.334707618,-0.937258391
-0.333924502,-0.220329287,-0.334363818,-0.63339795,-0.334841341,-0.924503659
-0.334077328,-0.220424237,-0.334516615,-0.634318587,-0.334975034,-0.937365564
-0.334020019,-0.220388592,-0.334650338,-0.632958275,-0.335070521,-0.932688804
-0.334287405,-0.220248653,-0.334573925,-0.631322665,-0.335280627,-0.931795905
-0.334287405,-0.220356264,-0.334669411,-0.631653017,-0.335280627,-0.940047229
-0.334402025,-0.22042017,-0.334917724,-0.63387465,-0.33541435,-0.927254299
-0.334478408,-0.220177642,-0.335032344,-0.637282778,-0.335567147,-0.939676519
-0.334573925,-0.220203824,-0.33518514,-0.635439449,-0.335490733,-0.932708311
-0.334745824,-0.220431051,-0.335261524,-0.633358433,-0.335949153,-0.932362283
-0.334745824,-0.220392739,-0.33541435,-0.633639389,-0.335853636,-0.940793666
-0.334879518,-0.220282743,-0.335490733,-0.635662205,-0.33575815,-0.927856468
-0.335108727,-0.221614142,-0.335548043,-0.636781808,-0.336044639,-0.940617419
-0.335204244,-0.221269934,-0.33564353,-0.635689543,-0.336140156,-0.933514858
-0.335166037,-0.221122436,-0.335719943,-0.633888001,-0.336082846,-0.933368186
-0.335376143,-0.221108097,-0.335796356,-0.633993523,-0.336197466,-0.941601583
-0.335261524,-0.221203567,-0.335891843,-0.635935971,-0.336369365,-0.928879769
-0.335624456,-0.221350427,-0.335891843,-0.637182783,-0.336445749,-0.941679984
-0.33552894,-0.221237256,-0.336140156,-0.636168891,-0.336579472,-0.934453696
-0.335681736,-0.221073334,-0.336197466,-0.634225726,-0.336579472,-0.934298356
-0.335853636,-0.22100757,-0.336407542,-0.634560286,-0.336674958,-0.942849682
-0.33587274,-0.221431831,-0.336388469,-0.636699312,-0.336789548,-0.930171882
-0.336025536,-0.221943571,-0.336579472,-0.637829016,-0.336827755,-0.942696111
-0.335968256,-0.221953888,-0.336751372,-0.637059025,-0.337114275,-0.935699375
-0.336178362,-0.221166658,-0.336713165,-0.63518448,-0.337095171,-0.935309969
-0.336350262,-0.222028899,-0.336923271,-0.635362384,-0.337133378,-0.943634772
-0.336445749,-0.221423762,-0.336865962,-0.637273317,-0.337324381,-0.931147846
-0.336541265,-0.221185356,-0.337076068,-0.638610796,-0.337477177,-0.943671618
-0.336732268,-0.221210588,-0.337076068,-0.637351395,-0.33766818,-0.936684099
-0.336655855,-0.22124174,-0.337228864,-0.635741885,-0.33766818,-0.936125138
-0.336770475,-0.22093382,-0.337305278,-0.636134459,-0.337744594,-0.944988588
-0.336942375,-0.22112701,-0.337362587,-0.63803648,-0.33778277,-0.93216849
-0.337018758,-0.220966497,-0.337419868,-0.639092163,-0.337878287,-0.944784717
-0.337095171,-0.22119034,-0.337591767,-0.637970741,-0.337973773,-0.937901975
-0.337190658,-0.221244513,-0.337687284,-0.636315774,-0.338031083,-0.937338643
-0.337228864,-0.221213348,-0.337687284,-0.63643645,-0.33824119,-0.948542858
-0.337381661,-0.220982248,-0.337878287,-0.638477623,-0.3382985,-0.935060229
-0.337649077,-0.221071874,-0.33801198,-0.639716996,-0.338470399,-0.947516644
-0.337610871,-0.22090779,-0.33806929,-0.638794909,-0.338470399,-0.940419104
-0.337629974,-0.221049763,-0.338202983,-0.639147578,-0.338871509,-0.939836163
-0.337610871,-0.220895985,-0.33824119,-0.638541349,-0.338680506,-0.948259144
-0.338050187,-0.221197658,-0.338432193,-0.640515385,-0.338871509,-0.935688893
-0.338222086,-0.220869552,-0.338451296,-0.641558722,-0.338833302,-0.948264169
-0.338088393,-0.220831619,-0.338642299,-0.640580844,-0.339043409,-0.941034404
-0.338202983,-0.222130663,-0.338661402,-0.638728694,-0.339234412,-0.940778984
-0.338393986,-0.221702828,-0.338890612,-0.638658993,-0.339196205,-0.949164905
-0.33835578,-0.221608495,-0.338928789,-0.639768344,-0.339291692,-0.936475071
-0.338584989,-0.221546639,-0.339043409,-0.640610297,-0.339329898,-0.948993693
-0.338661402,-0.221462636,-0.339138895,-0.639960772,-0.339597315,-0.94230256
-0.338718683,-0.221560754,-0.339138895,-0.639211725,-0.339559108,-0.941751067
-0.338871509,-0.221566176,-0.339349002,-0.639324966,-0.339769214,-0.950324924
-0.338737786,-0.22143398,-0.339329898,-0.641219096,-0.339807421,-0.937672375
-0.339234412,-0.22116006,-0.339482725,-0.642550895,-0.339922011,-0.950136994
-0.339081615,-0.22107311,-0.339673728,-0.641806189,-0.340113014,-0.943338037
-0.339272618,-0.221093621,-0.339750111,-0.639998784,-0.340055734,-0.942706677
-0.339349002,-0.221149444,-0.339845628,-0.639926718,-0.340227634,-0.951262124
-0.339291692,-0.221150981,-0.339883804,-0.641859964,-0.340304017,-0.938611047
-0.339559108,-0.221077544,-0.340074807,-0.643213403,-0.34049502,-0.951415503
-0.339559108,-0.22107923,-0.340170324,-0.642282543,-0.340647817,-0.944187723
-0.339673728,-0.220941978,-0.340170324,-0.640164541,-0.340456814,-0.943486327
-0.339807421,-0.22103831,-0.340342224,-0.640324276,-0.34066692,-0.952316077
-0.339922011,-0.220769549,-0.340399534,-0.642157633,-0.340819746,-0.939748893
-0.339769214,-0.220866292,-0.340475917,-0.643493431,-0.340877026,-0.952348815
-0.340113014,-0.22085209,-0.340647817,-0.6426097,-0.341029823,-0.945362101
-0.34026581,-0.22097127,-0.340762436,-0.640779727,-0.341087133,-0.944913389
-0.34032312,-0.220817839,-0.340857923,-0.640624206,-0.341220826,-0.953506085
-0.340533227,-0.220978327,-0.340800643,-0.642623595,-0.341239929,-0.940765957
-0.34049502,-0.218200796,-0.340857923,-0.644060609,-0.341392756,-0.955835953
-0.340590537,-0.220721596,-0.341087133,-0.643481956,-0.341488242,-0.948030747
-0.34066692,-0.220856151,-0.341163546,-0.641424822,-0.341602832,-0.947431461
-0.34072423,-0.220994277,-0.341278136,-0.641466322,-0.341774762,-0.956183999
-0.340800643,-0.220982762,-0.341392756,-0.645558584,-0.341717452,-0.943151454
-0.341087133,-0.220875263,-0.341545552,-0.646357496,-0.342061251,-0.955626034
-0.341297239,-0.220941828,-0.341717452,-0.645494524,-0.342080355,-0.949055895
-0.341106236,-0.220825408,-0.341793865,-0.643505974,-0.342137665,-0.948439226
-0.341220826,-0.220695175,-0.341621935,-0.643437927,-0.342156768,-0.956731418
-0.341488242,-0.222118787,-0.341851145,-0.645229738,-0.342271358,-0.944132836
-0.341545552,-0.221746984,-0.342042148,-0.646575708,-0.342462361,-0.95661217
-0.341755658,-0.221697856,-0.342137665,-0.645848213,-0.342576951,-0.949934317
-0.341621935,-0.221682269,-0.342366874,-0.643745526,-0.34286347,-0.949041257
-0.341832042,-0.221388874,-0.342347771,-0.643866599,-0.342691571,-0.957899137
-0.341946661,-0.221496562,-0.342347771,-0.645684793,-0.342710674,-0.944923873
-0.341946661,-0.221327917,-0.342500567,-0.646992761,-0.342958957,-0.957881252
-0.342233151,-0.22137325,-0.342596054,-0.646229863,-0.343054473,-0.951036534
-0.342175871,-0.221176423,-0.342691571,-0.644216187,-0.343188167,-0.950187107
-0.342309564,-0.22121772,-0.342825264,-0.644123074,-0.343130887,-0.959023347
-0.342347771,-0.221317213,-0.342958957,-0.64617491,-0.343283683,-0.9462371
-0.342500567,-0.221206215,-0.34309268,-0.647576584,-0.343627483,-0.958608473
-0.342672467,-0.220964236,-0.343169063,-0.647097876,-0.343551069,-0.951894826
-0.34274888,-0.221108672,-0.34320727,-0.645141311,-0.343551069,-0.951310188
-0.34274888,-0.221067689,-0.343245476,-0.644993081,-0.343665689,-0.960185374
-0.342844367,-0.221091449,-0.343340963,-0.646816147,-0.343722969,-0.946961794
-0.34320727,-0.221069676,-0.343474686,-0.648254399,-0.343799382,-0.959997034
-0.343073577,-0.221005889,-0.343551069,-0.647586231,-0.344124079,-0.952655361
-0.34326458,-0.221152975,-0.343646586,-0.645751963,-0.344105005,-0.952244313
-0.343340963,-0.221285135,-0.343761176,-0.645542077,-0.344105005,-0.960837282
-0.34337917,-0.221024408,-0.343875796,-0.647641554,-0.344448805,-0.948165222
-0.343589276,-0.221050355,-0.343971282,-0.648845092,-0.344219595,-0.96072458
-0.343512893,-0.220986997,-0.344009489,-0.648224002,-0.344601601,-0.953997124
-0.343722969,-0.221194662,-0.344200492,-0.64615305,-0.344525188,-0.955834499
-0.343818486,-0.220969707,-0.344334185,-0.645852135,-0.344735295,-0.96400163
-0.343894899,-0.220801065,-0.344429702,-0.648031243,-0.344716191,-0.950942876
-0.344047695,-0.220843809,-0.344620705,-0.64942938,-0.344964504,-0.963407372
-0.344219595,-0.220913361,-0.344601601,-0.650777983,-0.345117301,-0.956334169
-0.344219595,-0.219279199,-0.344678015,-0.648146202,-0.345040917,-0.955538762
-0.344315082,-0.220835878,-0.344811708,-0.647982762,-0.345251024,-0.964671689
-0.344467908,-0.220654816,-0.344849914,-0.64953782,-0.345270097,-0.951608304
-0.344467908,-0.220892423,-0.345040917,-0.650844456,-0.345480204,-0.963865788
-0.344773501,-0.222263332,-0.345021814,-0.650273816,-0.345613927,-0.957316981
-0.344716191,-0.222003816,-0.345270097,-0.648438333,-0.34557572,-0.956396629
-0.344792604,-0.221997921,-0.345365614,-0.648351018,-0.345594823,-0.965423712
-0.344811708,-0.221866775,-0.345365614,-0.650126449,-0.345785826,-0.952245778
-0.345040917,-0.22178311,-0.3454611,-0.651596662,-0.345938623,-0.964979686
-0.345155507,-0.221681967,-0.34557572,-0.65093045,-0.345957726,-0.958491117
-0.34523192,-0.221686042,-0.345671207,-0.648996363,-0.346206039,-0.957525256
-0.345155507,-0.221930629,-0.345881313,-0.648716524,-0.346225142,-0.967769938
-0.345365614,-0.22161318,-0.345881313,-0.650580579,-0.346358836,-0.954417548
-0.34551841,-0.221690162,-0.346091419,-0.652365317,-0.346454322,-0.966853534
-0.345537513,-0.221683679,-0.346110523,-0.651597077,-0.346549839,-0.959911119
-0.34574762,-0.221986267,-0.346339732,-0.650674832,-0.346626222,-0.959230008
-0.345881313,-0.221389361,-0.346263319,-0.650328413,-0.346664429,-0.968198858
-0.346015036,-0.221435266,-0.346492529,-0.652057637,-0.346817225,-0.955473638
-0.346110523,-0.221428084,-0.346607149,-0.653554966,-0.346989155,-0.967918485
-0.346206039,-0.221636488,-0.346492529,-0.652706189,-0.347046435,-0.961118332
-0.346282423,-0.222491322,-0.346702635,-0.650559261,-0.347141951,-0.96003248
-0.346358836,-0.22205363,-0.346817225,-0.65036965,-0.347237438,-0.969156783
-0.346473426,-0.221824531,-0.346836329,-0.652213756,-0.347371161,-0.956384545
-0.346339732,-0.221741251,-0.347008228,-0.653677854,-0.347428441,-0.968505677
-0.346626222,-0.221679956,-0.347141951,-0.653044595,-0.347485751,-0.962355605
-0.346702635,-0.22174957,-0.347294748,-0.651112681,-0.347657651,-0.961020737
-0.346779048,-0.221755292,-0.347256541,-0.651039762,-0.347734064,-0.970139597
-0.346950948,-0.221855209,-0.347466648,-0.652673496,-0.347829551,-0.959703941
-0.347027332,-0.221623097,-0.347676754,-0.654531358,-0.34794417,-0.971465699
-0.347141951,-0.22180563,-0.347657651,-0.653809871,-0.347982347,-0.96461383
-0.347122848,-0.221810391,-0.347619444,-0.651854088,-0.348211557,-0.96346217
-0.347180158,-0.222126905,-0.347810447,-0.653711396,-0.348211557,-0.972547869
-0.347390234,-0.221897067,-0.347905964,-0.654959247,-0.34823066,-0.959649569
-0.347371161,-0.222011399,-0.348039657,-0.656247476,-0.348440766,-0.972174499
-0.347581238,-0.221896654,-0.348077863,-0.655661485,-0.34845987,-0.965287667
-0.347714961,-0.221714397,-0.348154277,-0.653652344,-0.348650873,-0.964300547
-0.347734064,-0.223157673,-0.348211557,-0.653246967,-0.348689079,-0.973580871
-0.34794417,-0.22269837,-0.34840256,-0.655090999,-0.348765463,-0.960511542
-0.348096967,-0.222553139,-0.348421663,-0.656746054,-0.348899186,-0.97286901
-0.348096967,-0.222392818,-0.348746359,-0.655953865,-0.348994672,-0.96617912
-0.348154277,-0.220501321,-0.348803669,-0.653997387,-0.349071085,-0.965315215
